"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
1.970631931E2	4.485112391E1	-5.687556300E-1	9.100077410E0	8.380000114E0	3.240000153E1	3.216000080E0	3.000000000E0
1.980631936E2	4.485118908E1	-5.686984400E-1	8.772172207E0	8.449999809E0	3.320000076E1	3.216000080E0	3.000000000E0
1.990631933E2	4.485124823E1	-5.686345300E-1	8.901242727E0	8.279999733E0	3.340000153E1	3.216000080E0	3.000000000E0
2.000631944E2	4.485133187E1	-5.685708100E-1	8.801184974E0	9.079999924E0	3.189999962E1	3.216000080E0	3.000000000E0
2.010631945E2	4.485139015E1	-5.685106800E-1	9.255020827E0	8.489999771E0	3.409999847E1	3.216000080E0	3.000000000E0
2.020631938E2	4.485145010E1	-5.684455900E-1	1.017114048E1	8.380000114E0	3.250000000E1	3.216000080E0	3.000000000E0
2.030631937E2	4.485151921E1	-5.683949400E-1	1.090499764E1	8.859999657E0	2.910000038E1	3.216000080E0	3.000000000E0
2.040631929E2	4.485158541E1	-5.683356800E-1	1.069818761E1	8.949999809E0	3.089999962E1	3.216000080E0	3.000000000E0
2.050631935E2	4.485165879E1	-5.682775000E-1	1.030637858E1	8.869999886E0	3.089999962E1	3.216000080E0	3.000000000E0
2.060631939E2	4.485172449E1	-5.682121100E-1	1.010616493E1	8.479999542E0	3.200000000E1	3.216000080E0	3.000000000E0
2.070631931E2	4.485178352E1	-5.681557000E-1	1.050933876E1	8.300000191E0	3.220000076E1	3.216000080E0	3.000000000E0
2.080631929E2	4.485185554E1	-5.681044200E-1	1.030795442E1	8.829999924E0	2.750000000E1	3.216000080E0	3.000000000E0
2.090631932E2	4.485192481E1	-5.680592700E-1	1.013403158E1	8.720000267E0	3.000000000E1	3.216000080E0	3.000000000E0
2.100631939E2	4.485198996E1	-5.680034500E-1	1.001462142E1	8.670000076E0	2.960000038E1	3.216000080E0	3.000000000E0
2.110631936E2	4.485204838E1	-5.679434600E-1	1.068165292E1	8.420000076E0	3.229999924E1	3.216000080E0	3.000000000E0
2.120631941E2	4.485211832E1	-5.678792800E-1	1.052648192E1	8.710000038E0	3.240000153E1	3.216000080E0	3.000000000E0
2.130631939E2	4.485218730E1	-5.678104700E-1	9.706031230E0	9.119999886E0	2.920000076E1	3.216000080E0	3.000000000E0
2.140631933E2	4.485223639E1	-5.677402400E-1	9.296899261E0	8.579999924E0	3.740000153E1	3.216000080E0	3.000000000E0
2.150631937E2	4.485230034E1	-5.676716900E-1	9.035774985E0	8.909999847E0	3.579999924E1	3.216000080E0	3.000000000E0
2.160631931E2	4.485236776E1	-5.676108600E-1	9.128953759E0	8.569999695E0	3.229999924E1	3.216000080E0	3.000000000E0
2.170631931E2	4.485243130E1	-5.675551000E-1	9.057761439E0	8.720000267E0	3.010000038E1	3.216000080E0	3.000000000E0
2.180631934E2	4.485250451E1	-5.675035900E-1	9.005424975E0	8.649999619E0	3.290000153E1	3.216000080E0	3.000000000E0
2.190631944E2	4.485256721E1	-5.674387600E-1	8.573094423E0	9.359999657E0	3.590000153E1	3.216000080E0	3.000000000E0
2.200631946E2	4.485262440E1	-5.673681300E-1	8.802084572E0	8.310000420E0	3.959999847E1	3.216000080E0	3.000000000E0
2.210631947E2	4.485266833E1	-5.672874900E-1	8.007035455E0	8.439999580E0	4.290000153E1	3.216000080E0	3.000000000E0
2.220631943E2	4.485272801E1	-5.672198400E-1	8.081726292E0	8.840000153E0	3.990000153E1	3.216000080E0	3.000000000E0
2.230631937E2	4.485279205E1	-5.671510300E-1	8.841171017E0	8.340000153E0	3.670000076E1	3.216000080E0	3.000000000E0
2.240631937E2	4.485285252E1	-5.670900000E-1	8.482446227E0	8.479999542E0	3.600000000E1	3.216000080E0	3.000000000E0
2.250631929E2	4.485291563E1	-5.670222100E-1	9.087349255E0	8.539999962E0	3.759999847E1	3.216000080E0	3.000000000E0
2.260631946E2	4.485297852E1	-5.669550000E-1	9.206595131E0	8.170000076E0	3.740000153E1	3.216000080E0	3.000000000E0
2.270631940E2	4.485303813E1	-5.668915400E-1	9.812227676E0	8.340000153E0	3.990000153E1	3.216000080E0	3.000000000E0
2.280631938E2	4.485310202E1	-5.668285400E-1	9.278333129E0	8.720000267E0	3.770000076E1	3.216000080E0	3.000000000E0
2.290631936E2	4.485316175E1	-5.667689400E-1	9.878408598E0	8.380000114E0	3.759999847E1	3.216000080E0	3.000000000E0
2.300631939E2	4.485321532E1	-5.667150200E-1	9.907679622E0	8.090000153E0	3.859999847E1	3.216000080E0	3.000000000E0
2.310631938E2	4.485327063E1	-5.666473800E-1	1.053846211E1	8.170000076E0	3.809999847E1	3.216000080E0	3.000000000E0
2.320631938E2	4.485333192E1	-5.665838300E-1	9.886526200E0	8.640000343E0	3.700000000E1	3.216000080E0	3.000000000E0
2.330631938E2	4.485337909E1	-5.665212600E-1	9.196810050E0	8.560000420E0	3.990000153E1	3.216000080E0	3.000000000E0
2.340631940E2	4.485344208E1	-5.664499900E-1	9.097614069E0	8.920000076E0	4.000000000E1	3.216000080E0	3.000000000E0
2.350631938E2	4.485349660E1	-5.663766300E-1	9.188544898E0	8.640000343E0	4.409999847E1	3.216000080E0	3.000000000E0
2.360631931E2	4.485355944E1	-5.663066300E-1	9.072013998E0	8.890000343E0	4.129999924E1	3.216000080E0	3.000000000E0
2.370631935E2	4.485361727E1	-5.662290000E-1	9.167647393E0	8.729999542E0	4.179999924E1	3.216000080E0	3.000000000E0
2.380631938E2	4.485368652E1	-5.661585300E-1	1.021133355E1	8.869999886E0	3.950000000E1	3.216000080E0	3.000000000E0
2.390631938E2	4.485374774E1	-5.660782100E-1	9.659873898E0	8.750000000E0	4.300000000E1	3.216000080E0	3.000000000E0
2.400631931E2	4.485380376E1	-5.660062500E-1	9.455454415E0	8.630000114E0	4.120000076E1	3.216000080E0	3.000000000E0
2.410631939E2	4.485385478E1	-5.659311300E-1	9.352844354E0	7.840000153E0	4.540000153E1	3.216000080E0	3.000000000E0
2.420631940E2	4.485390897E1	-5.658542600E-1	9.905752881E0	8.579999924E0	4.450000000E1	3.216000080E0	3.000000000E0
2.430631933E2	4.485395891E1	-5.657810300E-1	8.888956940E0	8.390000343E0	4.359999847E1	3.216000080E0	3.000000000E0
2.440631949E2	4.485401430E1	-5.657079500E-1	8.592924558E0	8.569999695E0	4.359999847E1	3.216000080E0	3.000000000E0
2.450631942E2	4.485406289E1	-5.656454800E-1	8.303598792E0	8.340000153E0	4.390000153E1	3.216000080E0	3.000000000E0
2.460631929E2	4.485411132E1	-5.655677500E-1	7.678590975E0	8.960000038E0	4.170000076E1	3.216000080E0	3.000000000E0
2.470631934E2	4.485415793E1	-5.654991700E-1	7.143725469E0	8.180000305E0	4.279999924E1	3.216000080E0	3.000000000E0
2.480631938E2	4.485421039E1	-5.654187300E-1	6.751324271E0	8.680000305E0	4.320000076E1	3.216000080E0	3.000000000E0
2.490631929E2	4.485426860E1	-5.653456100E-1	6.311981102E0	8.800000191E0	4.259999847E1	3.216000080E0	3.000000000E0
2.500631944E2	4.485432465E1	-5.652678200E-1	5.788962380E0	8.369999886E0	4.370000076E1	3.216000080E0	3.000000000E0
2.510631934E2	4.485439280E1	-5.651955600E-1	6.550484375E0	8.949999809E0	3.940000153E1	3.216000080E0	4.000000000E0
2.520631943E2	4.485445815E1	-5.651188700E-1	5.957029427E0	9.350000381E0	4.059999847E1	3.216000080E0	3.000000000E0
2.530631938E2	4.485451724E1	-5.650461000E-1	6.557969107E0	9.060000420E0	3.690000153E1	3.216000080E0	3.000000000E0
2.540631942E2	4.485457176E1	-5.649726600E-1	6.699375996E0	8.329999924E0	4.590000153E1	3.216000080E0	4.000000000E0
2.550631948E2	4.485462930E1	-5.648869500E-1	6.398530949E0	8.579999924E0	4.729999924E1	3.216000080E0	3.000000000E0
2.560631951E2	4.485468270E1	-5.648085500E-1	7.304345898E0	7.480000019E0	4.490000153E1	3.216000080E0	3.000000000E0
2.570631942E2	4.485474051E1	-5.647327000E-1	7.234145377E0	8.659999847E0	4.420000076E1	3.216000080E0	3.000000000E0
2.580631943E2	4.485480417E1	-5.646584800E-1	8.106631109E0	8.970000267E0	3.850000000E1	3.216000080E0	3.000000000E0
2.590631945E2	4.485484818E1	-5.645885800E-1	7.561451830E0	8.090000153E0	4.800000000E1	3.216000080E0	3.000000000E0
2.600631933E2	4.485491068E1	-5.645016700E-1	8.183519801E0	8.909999847E0	4.690000153E1	3.216000080E0	3.000000000E0
2.610631951E2	4.485496018E1	-5.644270000E-1	9.311378219E0	8.170000076E0	4.300000000E1	3.216000080E0	3.000000000E0
2.620631940E2	4.485501568E1	-5.643448100E-1	1.005624605E1	8.729999542E0	4.679999924E1	3.216000080E0	3.000000000E0
2.630631940E2	4.485507044E1	-5.642579500E-1	9.568268283E0	9.109999657E0	5.440000153E1	3.216000080E0	3.000000000E0
2.640631944E2	4.485510543E1	-5.641752100E-1	7.920560235E0	8.289999962E0	5.259999847E1	3.216000080E0	3.000000000E0
2.650631943E2	4.485515547E1	-5.640972800E-1	7.635212994E0	8.229999542E0	4.550000000E1	3.216000080E0	3.000000000E0
2.660631943E2	4.485520037E1	-5.640184400E-1	7.120985049E0	8.250000000E0	4.729999924E1	3.216000080E0	3.000000000E0
2.670631948E2	4.485525945E1	-5.639356400E-1	7.492073695E0	9.399999619E0	4.620000076E1	3.216000080E0	3.000000000E0
2.680631950E2	4.485530754E1	-5.638606700E-1	8.639280581E0	8.819999695E0	4.700000000E1	3.216000080E0	3.000000000E0
2.690631950E2	4.485534889E1	-5.637666400E-1	8.174502659E0	8.390000343E0	5.370000076E1	3.216000080E0	3.000000000E0
2.700631948E2	4.485537641E1	-5.636750600E-1	7.204108934E0	8.279999733E0	5.370000076E1	3.216000080E0	3.000000000E0
2.710631949E2	4.485542288E1	-5.635826000E-1	7.215952916E0	8.659999847E0	5.579999924E1	3.216000080E0	3.000000000E0
2.720631945E2	4.485546301E1	-5.634963000E-1	7.039804630E0	8.569999695E0	5.190000153E1	3.216000080E0	3.000000000E0
2.730631937E2	4.485552492E1	-5.634226600E-1	6.186337881E0	8.670000076E0	4.929999924E1	3.216000080E0	3.000000000E0
2.740631936E2	4.485557917E1	-5.633409400E-1	6.592826526E0	8.630000114E0	4.490000153E1	3.216000080E0	3.000000000E0
2.750631935E2	4.485561988E1	-5.632622300E-1	7.018051957E0	8.239999771E0	5.040000153E1	3.216000080E0	3.000000000E0
2.760631942E2	4.485566926E1	-5.631754000E-1	6.927962783E0	8.880000114E0	5.140000153E1	3.216000080E0	3.000000000E0
2.770631937E2	4.485571491E1	-5.630864200E-1	8.289901899E0	8.409999847E0	5.329999924E1	3.216000080E0	3.000000000E0
2.780631934E2	4.485577180E1	-5.630098400E-1	9.131567152E0	8.060000420E0	4.950000000E1	3.216000080E0	3.000000000E0
2.790631934E2	4.485581410E1	-5.629306300E-1	1.012478596E1	7.849999905E0	5.209999847E1	3.216000080E0	3.000000000E0
2.800631935E2	4.485585658E1	-5.628490400E-1	1.036062125E1	7.960000038E0	5.429999924E1	3.216000080E0	3.000000000E0
2.810631939E2	4.485590882E1	-5.627662100E-1	1.174477201E1	8.029999733E0	5.020000076E1	3.216000080E0	3.000000000E0
2.820631938E2	4.485596348E1	-5.626828300E-1	1.145057822E1	8.810000420E0	4.890000153E1	3.216000080E0	3.000000000E0
2.830631942E2	4.485602681E1	-5.626042400E-1	1.177716867E1	9.390000343E0	4.400000000E1	3.216000080E0	3.000000000E0
2.840631937E2	4.485608836E1	-5.625163200E-1	1.149445221E1	9.310000420E0	4.479999924E1	3.216000080E0	3.000000000E0
2.850631946E2	4.485612562E1	-5.624279500E-1	1.017395753E1	8.510000229E0	5.429999924E1	3.216000080E0	3.000000000E0
2.860631945E2	4.485616953E1	-5.623553900E-1	9.033077008E0	8.359999657E0	4.829999924E1	3.216000080E0	3.000000000E0
2.870631944E2	4.485620786E1	-5.622771800E-1	9.238514648E0	7.789999962E0	5.700000000E1	3.216000080E0	3.000000000E0
2.880631934E2	4.485624713E1	-5.621916400E-1	9.574878028E0	8.140000343E0	5.479999924E1	3.216000080E0	3.000000000E0
2.890631950E2	4.485628291E1	-5.620932800E-1	1.020061888E1	8.170000076E0	5.609999847E1	3.216000080E0	3.000000000E0
2.900631936E2	4.485631895E1	-5.619980300E-1	1.046753171E1	8.520000458E0	5.809999847E1	3.216000080E0	3.000000000E0
2.910631935E2	4.485636827E1	-5.619054400E-1	1.025122604E1	8.630000114E0	5.509999847E1	4.288000107E0	3.000000000E0
2.920631940E2	4.485641611E1	-5.618238800E-1	1.147662377E1	8.399999619E0	5.579999924E1	3.216000080E0	3.000000000E0
2.930631943E2	4.485645336E1	-5.617326000E-1	1.000317711E1	8.850000381E0	5.440000153E1	3.216000080E0	3.000000000E0
2.940631944E2	4.485649839E1	-5.616457000E-1	9.445559020E0	8.300000191E0	5.559999847E1	3.216000080E0	3.000000000E0
2.950631943E2	4.485654372E1	-5.615615500E-1	9.184752828E0	8.369999886E0	5.370000076E1	3.216000080E0	3.000000000E0
2.960631120E2	4.485656736E1	-5.614837700E-1	7.912652400E0	8.329999924E0	5.650000000E1	3.216000080E0	3.000000000E0
2.970631945E2	4.485660433E1	-5.614051100E-1	8.562731580E0	7.329999924E0	5.759999847E1	3.216000080E0	3.000000000E0
2.980631946E2	4.485664140E1	-5.613214100E-1	7.800949239E0	8.600000381E0	5.490000153E1	3.216000080E0	3.000000000E0
2.990631945E2	4.485668459E1	-5.612202500E-1	7.432062540E0	8.899999619E0	5.700000000E1	3.216000080E0	4.000000000E0
3.000631948E2	4.485672669E1	-5.611266200E-1	7.473021447E0	8.750000000E0	5.750000000E1	3.216000080E0	4.000000000E0
3.010631946E2	4.485676111E1	-5.610407700E-1	7.873045126E0	7.340000153E0	5.909999847E1	3.216000080E0	4.000000000E0
3.020631949E2	4.485679675E1	-5.609449800E-1	6.911320666E0	8.689999580E0	5.929999924E1	3.216000080E0	4.000000000E0
3.030631939E2	4.485683673E1	-5.608540800E-1	7.080329496E0	8.279999733E0	5.740000153E1	4.288000107E0	4.000000000E0
3.040631940E2	4.485688467E1	-5.607614400E-1	6.867808118E0	8.329999924E0	5.479999924E1	4.288000107E0	4.000000000E0
3.050631941E2	4.485692921E1	-5.606656700E-1	7.079727837E0	9.039999962E0	5.920000076E1	3.216000080E0	4.000000000E0
3.060631931E2	4.485697591E1	-5.605748800E-1	7.100542600E0	8.520000458E0	5.500000000E1	3.216000080E0	4.000000000E0
3.070631949E2	4.485701883E1	-5.604929000E-1	7.595533325E0	8.159999847E0	5.500000000E1	4.288000107E0	4.000000000E0
3.080631932E2	4.485706197E1	-5.603950000E-1	7.929036766E0	8.520000458E0	5.779999924E1	4.288000107E0	4.000000000E0
3.090631943E2	4.485712003E1	-5.603033700E-1	8.171042502E0	9.460000038E0	5.179999924E1	4.288000107E0	4.000000000E0
3.100631935E2	4.485715944E1	-5.602290300E-1	7.910473693E0	7.380000114E0	5.120000076E1	4.288000107E0	4.000000000E0
3.110631935E2	4.485719410E1	-5.601655700E-1	8.388910952E0	6.190000057E0	4.770000076E1	4.288000107E0	4.000000000E0
3.120631938E2	4.485718669E1	-5.601044400E-1	8.631266368E0	5.130000114E0	6.950000000E1	3.216000080E0	3.000000000E0
3.130631949E2	4.485720653E1	-5.600511800E-1	1.004243671E1	4.630000114E0	8.430000305E1	3.216000080E0	3.000000000E0
3.140631932E2	4.485718980E1	-5.600034700E-1	1.103105992E1	4.070000172E0	1.136999969E2	3.216000080E0	3.000000000E0
3.150631951E2	4.485719776E1	-5.599641600E-1	1.142470396E1	3.589999914E0	7.630000305E1	3.216000080E0	3.000000000E0
3.160631947E2	4.485721080E1	-5.599242300E-1	1.181987386E1	3.119999886E0	6.769999695E1	4.288000107E0	4.000000000E0
3.170631947E2	4.485723311E1	-5.599073800E-1	1.300121971E1	2.819999933E0	3.559999847E1	4.288000107E0	4.000000000E0
3.180631942E2	4.485724584E1	-5.598999500E-1	1.329907559E1	1.639999986E0	1.230000019E1	4.288000107E0	4.000000000E0
3.190631938E2	4.485725555E1	-5.599122700E-1	1.307695866E1	2.359999895E0	3.055000000E2	4.288000107E0	4.000000000E0
3.200631942E2	4.485724593E1	-5.599344000E-1	1.219107894E1	2.369999886E0	2.698999939E2	3.216000080E0	4.000000000E0
3.210631937E2	4.485724139E1	-5.599628100E-1	1.099586793E1	2.839999914E0	2.685000000E2	3.216000080E0	4.000000000E0
3.220631931E2	4.485723808E1	-5.599971000E-1	1.131517884E1	3.019999981E0	2.526000061E2	3.216000080E0	4.000000000E0
3.230631948E2	4.485722611E1	-5.600366100E-1	1.076467468E1	3.819999933E0	2.416000061E2	3.216000080E0	4.000000000E0
3.240631943E2	4.485719353E1	-5.601075800E-1	1.154404418E1	5.750000000E0	2.253999939E2	3.216000080E0	4.000000000E0
3.250631933E2	4.485717026E1	-5.601558000E-1	1.208313423E1	4.630000114E0	2.301000061E2	3.216000080E0	4.000000000E0
3.260631942E2	4.485712697E1	-5.601940200E-1	1.149369346E1	6.139999866E0	2.233000031E2	4.288000107E0	4.000000000E0
3.270631948E2	4.485707025E1	-5.602431500E-1	1.186548854E1	6.840000153E0	2.115000000E2	4.288000107E0	4.000000000E0
3.280631938E2	4.485703289E1	-5.603160600E-1	1.175771104E1	6.940000057E0	2.311000061E2	4.288000107E0	4.000000000E0
3.290631938E2	4.485699078E1	-5.604004700E-1	1.189388300E1	7.500000000E0	2.286000061E2	4.288000107E0	4.000000000E0
3.300631944E2	4.485696163E1	-5.605037200E-1	1.176215655E1	8.090000153E0	2.368999939E2	4.288000107E0	4.000000000E0
3.310631942E2	4.485691884E1	-5.606025100E-1	1.168103278E1	8.529999733E0	2.356999969E2	5.360000134E0	4.000000000E0
3.320631933E2	4.485689412E1	-5.606943500E-1	1.097631630E1	7.590000153E0	2.381999969E2	6.432000160E0	6.000000000E0
3.330631931E2	4.485684839E1	-5.607722100E-1	1.108868971E1	7.630000114E0	2.370000000E2	6.432000160E0	6.000000000E0
3.340631954E2	4.485680292E1	-5.608479000E-1	1.062214624E1	7.750000000E0	2.358000031E2	6.432000160E0	6.000000000E0
3.350631942E2	4.485677225E1	-5.609429400E-1	1.040918818E1	7.639999866E0	2.393000031E2	7.504000187E0	6.000000000E0
3.360631945E2	4.485673915E1	-5.610230800E-1	8.664747219E0	8.100000381E0	2.393999939E2	6.432000160E0	6.000000000E0
3.370631941E2	4.485670237E1	-5.611111500E-1	8.017102485E0	8.289999962E0	2.388999939E2	5.360000134E0	6.000000000E0
3.380631950E2	4.485665931E1	-5.612083600E-1	8.077154204E0	8.779999733E0	2.378999939E2	5.360000134E0	6.000000000E0
3.390631952E2	4.485662652E1	-5.613119200E-1	8.886040619E0	9.359999657E0	2.368000031E2	5.360000134E0	6.000000000E0
3.400631948E2	4.485657466E1	-5.614040900E-1	8.980520686E0	9.140000343E0	2.300000000E2	5.360000134E0	6.000000000E0
3.410631942E2	4.485654769E1	-5.615142100E-1	1.061471910E1	9.029999733E0	2.378000031E2	4.288000107E0	6.000000000E0
3.420631942E2	4.485650025E1	-5.616140300E-1	1.039522826E1	9.550000191E0	2.351000061E2	3.216000080E0	6.000000000E0
3.430631941E2	4.485645656E1	-5.617174400E-1	1.120960892E1	9.359999657E0	2.371000061E2	3.216000080E0	6.000000000E0
3.440631948E2	4.485640854E1	-5.618101700E-1	1.254615364E1	9.329999924E0	2.356999969E2	3.216000080E0	6.000000000E0
3.450631941E2	4.485636911E1	-5.619142200E-1	1.251208373E1	9.260000229E0	2.365000000E2	3.216000080E0	4.000000000E0
3.460631949E2	4.485631855E1	-5.620047100E-1	1.274200191E1	9.800000191E0	2.316000061E2	3.216000080E0	4.000000000E0
3.470631949E2	4.485626192E1	-5.620987900E-1	1.305925929E1	9.859999657E0	2.298000031E2	3.216000080E0	4.000000000E0
3.480631946E2	4.485622478E1	-5.621939000E-1	1.252043503E1	9.369999886E0	2.343999939E2	3.216000080E0	4.000000000E0
3.490631940E2	4.485617526E1	-5.622877800E-1	1.266978419E1	9.479999542E0	2.356000061E2	3.216000080E0	4.000000000E0
3.500631945E2	4.485610491E1	-5.623907300E-1	1.423300792E1	1.006000042E1	2.285000000E2	3.216000080E0	4.000000000E0
3.510631941E2	4.485604799E1	-5.624879200E-1	1.473184260E1	9.619999886E0	2.318000031E2	3.216000080E0	4.000000000E0
3.520631948E2	4.485598463E1	-5.625894000E-1	1.488497155E1	1.002999973E1	2.321000061E2	3.216000080E0	6.000000000E0
3.530631947E2	4.485594833E1	-5.626615400E-1	1.269668908E1	9.170000076E0	2.353999939E2	3.216000080E0	6.000000000E0
3.540631952E2	4.485588722E1	-5.627718300E-1	1.245332694E1	9.840000153E0	2.328000031E2	4.288000107E0	6.000000000E0
3.550631929E2	4.485583682E1	-5.628657300E-1	1.393897984E1	9.520000458E0	2.318999939E2	4.288000107E0	6.000000000E0
3.560631942E2	4.485578351E1	-5.629705300E-1	1.472766450E1	1.002000046E1	2.306000061E2	3.216000080E0	6.000000000E0
3.570631936E2	4.485574822E1	-5.630492000E-1	1.288068569E1	9.050000191E0	2.276999969E2	3.216000080E0	6.000000000E0
3.580631940E2	4.485568165E1	-5.631289200E-1	1.180385053E1	9.640000343E0	2.311999969E2	3.216000080E0	4.000000000E0
3.590631941E2	4.485562818E1	-5.632279200E-1	1.130860393E1	9.060000420E0	2.308000031E2	3.216000080E0	6.000000000E0
3.600631943E2	4.485558413E1	-5.633242800E-1	9.463749043E0	9.010000229E0	2.353999939E2	3.216000080E0	4.000000000E0
3.610631934E2	4.485553098E1	-5.634479500E-1	1.293167996E1	1.027999973E1	2.346999969E2	3.216000080E0	4.000000000E0
3.620631936E2	4.485548388E1	-5.635443500E-1	1.269070715E1	9.689999580E0	2.336999969E2	3.216000080E0	6.000000000E0
3.630631934E2	4.485542459E1	-5.636481900E-1	1.229872895E1	1.060000038E1	2.325000000E2	3.216000080E0	4.000000000E0
3.640631935E2	4.485537672E1	-5.637487100E-1	1.385035570E1	9.829999924E0	2.298999939E2	3.216000080E0	4.000000000E0
3.650631940E2	4.485531659E1	-5.638500500E-1	1.351386038E1	1.010999966E1	2.326000061E2	3.216000080E0	4.000000000E0
3.660631945E2	4.485526552E1	-5.639519200E-1	1.464312312E1	9.600000381E0	2.318999939E2	3.216000080E0	4.000000000E0
3.670631944E2	4.485520301E1	-5.640190300E-1	1.243659717E1	9.670000076E0	2.296999969E2	3.216000080E0	4.000000000E0
3.680631943E2	4.485514690E1	-5.640999500E-1	1.221626648E1	9.550000191E0	2.273999939E2	3.216000080E0	4.000000000E0
3.690631948E2	4.485509113E1	-5.641905100E-1	1.119819913E1	9.529999733E0	2.291000061E2	3.216000080E0	4.000000000E0
3.700631938E2	4.485503570E1	-5.642780500E-1	1.139577118E1	9.420000076E0	2.296999969E2	3.216000080E0	4.000000000E0
3.710631951E2	4.485497609E1	-5.643681500E-1	1.120985783E1	9.579999924E0	2.271000061E2	3.216000080E0	3.000000000E0
3.720631938E2	4.485491219E1	-5.644574800E-1	1.159993420E1	1.005000019E1	2.288999939E2	3.216000080E0	3.000000000E0
3.730631941E2	4.485484109E1	-5.645541400E-1	1.008918791E1	9.930000305E0	2.295000000E2	3.216000080E0	4.000000000E0
3.740631950E2	4.485478986E1	-5.646270500E-1	7.564785532E0	9.270000458E0	2.238999939E2	3.216000080E0	4.000000000E0
3.750631950E2	4.485472543E1	-5.647215300E-1	7.175317104E0	1.006000042E1	2.266999969E2	4.288000107E0	6.000000000E0
3.760631951E2	4.485467842E1	-5.648064300E-1	8.562526561E0	9.460000038E0	2.291000061E2	6.432000160E0	4.000000000E0
3.770631946E2	4.485461288E1	-5.649069100E-1	8.229633372E0	1.010999966E1	2.271999969E2	8.576000214E0	4.000000000E0
3.780631944E2	4.485451164E1	-5.650085200E-1	5.890089706E0	9.920000076E0	2.265000000E2	6.432000160E0	6.000000000E0
3.790631937E2	4.485443592E1	-5.650997900E-1	6.141493781E0	1.052999973E1	2.181999969E2	6.432000160E0	6.000000000E0
3.800631940E2	4.485438265E1	-5.651988700E-1	7.346137131E0	9.949999809E0	2.251999969E2	5.360000134E0	6.000000000E0
3.810631942E2	4.485432155E1	-5.652955400E-1	6.669740479E0	9.949999809E0	2.185000000E2	5.360000134E0	6.000000000E0
3.820631935E2	4.485425604E1	-5.653815400E-1	6.564274966E0	1.031999969E1	2.221000061E2	4.288000107E0	6.000000000E0
3.830631934E2	4.485418330E1	-5.654765100E-1	8.477297105E0	1.005000019E1	2.235000000E2	4.288000107E0	6.000000000E0
3.840631934E2	4.485412058E1	-5.655674600E-1	1.015411526E1	9.640000343E0	2.211999969E2	4.288000107E0	4.000000000E0
3.850631945E2	4.485407070E1	-5.656458100E-1	9.598214550E0	9.649999619E0	2.226000061E2	3.216000080E0	4.000000000E0
3.860631950E2	4.485402206E1	-5.657125400E-1	8.889002010E0	1.018000031E1	2.168999939E2	4.288000107E0	6.000000000E0
3.870631937E2	4.485397077E1	-5.657998800E-1	8.085169954E0	9.630000114E0	2.261000061E2	4.288000107E0	6.000000000E0
3.880631942E2	4.485389185E1	-5.658865700E-1	9.160186053E0	1.031999969E1	2.201999969E2	4.288000107E0	6.000000000E0
3.890631943E2	4.485382401E1	-5.659913200E-1	9.257282512E0	1.053999996E1	2.236999969E2	4.288000107E0	6.000000000E0
3.900631938E2	4.485375086E1	-5.660657300E-1	1.064096196E1	9.670000076E0	2.228000031E2	4.288000107E0	4.000000000E0
3.910631945E2	4.485371123E1	-5.661523000E-1	8.436372582E0	9.260000229E0	2.241000061E2	4.288000107E0	6.000000000E0
3.920631935E2	4.485363880E1	-5.662389800E-1	8.477696681E0	9.779999733E0	2.226000061E2	4.288000107E0	4.000000000E0
3.930631902E2	4.485356262E1	-5.663278300E-1	9.027198211E0	1.001000023E1	2.231999969E2	3.216000080E0	4.000000000E0
3.940631943E2	4.485350433E1	-5.664215500E-1	9.539279988E0	9.449999809E0	2.280000000E2	3.216000080E0	4.000000000E0
3.950631945E2	4.485345226E1	-5.664975500E-1	7.744489563E0	9.800000191E0	2.215000000E2	3.216000080E0	4.000000000E0
